Accuracy,Validation Loss,Elapsed time,Batch Size,Hidden Num,Learning Rate,Epochs
0.9711904761904762,0.010323522612452507,271.9006769657135,5,1500,0.01,19
0.9500793650793651,0.016138508915901184,55.11163306236267,30,1000,0.01,25
0.743968253968254,0.05883722007274628,74.69816064834595,30,600,0.0001,44
0.8668253968253968,0.03622227907180786,40.895456075668335,30,600,0.001,25
0.7743650793650794,0.05614858493208885,95.15507531166077,30,1000,0.0001,39
0.825,0.04580419510602951,121.98387312889099,10,600,0.0001,36
0.978015873015873,0.007748695556074381,49.48357701301575,10,600,0.1,15
0.8157142857142857,0.04604805260896683,117.99155402183533,10,700,0.0001,35
0.9784126984126984,0.007574199698865414,54.81801629066467,10,700,0.1,15
0.9842063492063492,0.0058226920664310455,396.28183913230896,10,1500,0.0001,15
0.10071428571428571,0.0978769063949585,172.32750940322876,3,6,0.054291804774103176,16
0.9515079365079365,0.014452320523560047,26.72111463546753,39,76,2.308201989170248e-05,21
0.9786507936507937,0.008390494622290134,65.20494842529297,13,638,1.888384781474062e-05,18
0.9623809523809523,0.01262053195387125,68.73792719841003,8,701,0.008063686919850368,20
0.2042063492063492,0.08301252126693726,23.956671714782715,37,604,0.05066477412203472,14
0.9834920634920635,0.005897143390029669,41.77107858657837,39,1417,0.0004317131365672975,13
0.8828571428571429,0.03363580256700516,36.583760261535645,35,957,0.0014742919434979106,27
0.9853968253968254,0.005809805355966091,60.57832598686218,30,1465,0.0001587711755063964,14
0.9784126984126984,0.007412946783006191,43.44203019142151,23,864,3.619837354024542e-05,16
0.9847619047619047,0.006012893747538328,32.61136770248413,50,1184,0.00023370164332371182,15
0.9854761904761905,0.006030750460922718,32.471330404281616,50,1146,0.00016990501302430438,15
0.9840476190476191,0.006506322883069515,53.42609477043152,25,1215,6.58303856154246e-05,15
0.9808730158730159,0.0067138695158064365,71.17639470100403,29,1490,0.0008341919288825993,14
0.9844444444444445,0.006135045550763607,72.23757195472717,19,1307,9.431357039453017e-05,15
0.9430952380952381,0.017282122746109962,35.043248891830444,47,1198,0.013009196456358486,26
0.8773809523809524,0.03550225496292114,51.979228258132935,24,1369,0.0007547762194679989,27
0.7018253968253968,0.04298601299524307,28.16760754585266,38,642,0.023520813813038454,16
