Accuracy,Validation Loss,Elapsed time,Batch Size,Learning Rate,Epochs
0.9704761904761905,0.009442386217415333,201.90517449378967,9,0.01,12
0.9865079365079366,0.0030694163870066404,128.405437707901,9,0.1,7
0.9708730158730159,0.008722791448235512,182.29930663108826,9,0.01,13
0.9724603174603175,0.008834573440253735,235.52752041816711,9,0.01,13
0.9805555555555555,0.00614106934517622,378.8255796432495,9,0.01,23
